"","genus","richness","family","mico"
"7949","Disynstemon",1,"Leguminosae","AM"
"7950","Dolicholus",3,"Leguminosae",NA
"7951","Dolichopsis",3,"Leguminosae","AM"
"7952","Dolichos",69,"Leguminosae","AM"
"7953","Dorycnium",12,"Leguminosae","AM"
"7954","Dorycnopsis",2,"Leguminosae","AM"
"7955","Drepanocarpus",1,"Leguminosae",NA
"7956","Droogmansia",24,"Leguminosae","AM"
"7957","Dumasia",11,"Leguminosae","AM"
"7958","Dunbaria",25,"Leguminosae","AM"
"7959","Duparquetia",1,"Leguminosae","AM"
"7960","Dupuya",2,"Leguminosae","AM"
"7961","Dussia",11,"Leguminosae","AM"
"7962","Dysolobium",6,"Leguminosae","AM"
"7963","Ebenidium",12,"Leguminosae",NA
"7964","Ebenopsis",3,"Leguminosae","AM"
"7965","Ebenus",6,"Leguminosae","AM"
"7966","Ecastaphyllum",1,"Leguminosae",NA
"7967","Echinospartum",4,"Leguminosae","AM"
"7968","Ecuadendron",1,"Leguminosae","AM"
"7969","Eleiotis",2,"Leguminosae","AM"
"7970","Elephantorrhiza",9,"Leguminosae","AM"
"7971","Eligmocarpus",1,"Leguminosae","AM"
"7972","Elizabetha",11,"Leguminosae","AM"
"7973","Emerus",9,"Leguminosae",NA
"7974","Eminia",4,"Leguminosae","AM"
"7975","Endertia",1,"Leguminosae","AM"
"7976","Endosamara",1,"Leguminosae","AM"
"7977","Englerodendron",2,"Leguminosae","EcM"
"7978","Entada",29,"Leguminosae","AM"
"7979","Entadopsis",7,"Leguminosae",NA
"7980","Enterolobium",13,"Leguminosae","AM"
"7981","Eperua",15,"Leguminosae","AM"
"7982","Eremosparton",3,"Leguminosae","AM"
"7983","Erichsenia",1,"Leguminosae","EcM-AM"
"7984","Erinacea",3,"Leguminosae","AM"
"7985","Eriosema",157,"Leguminosae","AM"
"7986","Erophaca",1,"Leguminosae","AM"
"7987","Errazurizia",4,"Leguminosae","AM"
"7988","Ervum",6,"Leguminosae",NA
"7989","Erythrina",129,"Leguminosae","AM"
"7990","Erythrophleum",10,"Leguminosae","AM"
"7991","Etaballia",1,"Leguminosae",NA
"7992","Euchilopsis",1,"Leguminosae","EcM-AM"
"7993","Euchresta",4,"Leguminosae","AM"
"7994","Eurypetalum",3,"Leguminosae","AM"
"7995","Eutaxia",8,"Leguminosae","EcM-AM"
"7996","Eversmannia",4,"Leguminosae","AM"
"7997","Exostyles",4,"Leguminosae","AM"
"7998","Eysenhardtia",13,"Leguminosae","AM"
"7999","Fagelia",2,"Leguminosae",NA
"8000","Faidherbia",1,"Leguminosae","AM"
"8001","Falcata",2,"Leguminosae",NA
"8002","Falcataria",3,"Leguminosae","AM"
"8003","Feuilleea",125,"Leguminosae",NA
"8004","Fiebrigiella",1,"Leguminosae","AM"
"8005","Fillaeopsis",1,"Leguminosae","AM"
"8006","Fissicalyx",1,"Leguminosae","AM"
"8007","Flemingia",37,"Leguminosae","AM"
"8008","Fordia",18,"Leguminosae","AM"
"8009","Gagnebina",6,"Leguminosae","AM"
"8010","Gajanus",2,"Leguminosae",NA
"8011","Galactia",113,"Leguminosae","AM"
"8012","Galega",5,"Leguminosae","NM-AM"
"8013","Gastrolobium",105,"Leguminosae","EcM-AM"
"8014","Geissaspis",4,"Leguminosae","AM"
"8015","Genista",125,"Leguminosae","AM"
"8016","Genistidium",1,"Leguminosae","AM"
"8017","Geoffroea",4,"Leguminosae","AM"
"8018","Gigasiphon",4,"Leguminosae","AM"
"8019","Gilbertiodendron",27,"Leguminosae","EcM"
"8020","Gilletiodendron",5,"Leguminosae","AM"
"8021","Gleditsia",15,"Leguminosae","AM"
"8022","Gliricidia",4,"Leguminosae","AM"
"8023","Glottidium",1,"Leguminosae",NA
"8024","Glycine",16,"Leguminosae","AM"
"8025","Glycinopsis",4,"Leguminosae",NA
"8026","Glycyrrhiza",21,"Leguminosae","AM"
"8027","Glycyrrhizopsis",1,"Leguminosae",NA
"8028","Gompholobium",35,"Leguminosae","EcM-AM"
"8029","Goniorrhachis",1,"Leguminosae","AM"
"8030","Gonocytisus",3,"Leguminosae","AM"
"8031","Goodia",2,"Leguminosae","AM"
"8032","Gossweilerodendron",2,"Leguminosae","AM"
"8033","Grazielodendron",1,"Leguminosae","AM"
"8034","Griffonia",4,"Leguminosae","AM"
"8035","Grimaldia",1,"Leguminosae",NA
"8036","Gueldenstaedtia",12,"Leguminosae","AM"
"8037","Guianodendron",1,"Leguminosae","AM"
"8038","Guibourtia",16,"Leguminosae","AM"
"8039","Guilandina",3,"Leguminosae","AM"
"8040","Guillandinodes",1,"Leguminosae",NA
"8041","Guinetia",1,"Leguminosae",NA
"8042","Gymnocladus",5,"Leguminosae","AM"
"8043","Haematoxylum",4,"Leguminosae","AM"
"8044","Haitimimosa",1,"Leguminosae",NA
"8045","Halimodendron",1,"Leguminosae","AM"
"8046","Hammatolobium",2,"Leguminosae","AM"
"8047","Hanslia",2,"Leguminosae","AM"
"8048","Haplormosia",1,"Leguminosae","AM"
"8049","Hardenbergia",3,"Leguminosae","AM"
"8050","Hardwickia",2,"Leguminosae","AM"
"8051","Harleyodendron",1,"Leguminosae","AM"
"8052","Harpalyce",30,"Leguminosae","AM"
"8053","Havardia",7,"Leguminosae","AM"
"8054","Hebestigma",1,"Leguminosae","AM"
"8055","Hedysarum",201,"Leguminosae","AM"
"8056","Hegnera",1,"Leguminosae","AM"
"8057","Heinekenia",3,"Leguminosae",NA
"8058","Helicotropis",4,"Leguminosae","AM"
"8059","Hermesias",1,"Leguminosae",NA
"8060","Herpetica",1,"Leguminosae",NA
"8061","Herpyza",1,"Leguminosae","AM"
"8062","Hesperalbizia",1,"Leguminosae",NA
"8063","Hesperolaburnum",1,"Leguminosae","AM"
"8064","Hesperothamnus",5,"Leguminosae","AM"
"8065","Heteroflorum",1,"Leguminosae","AM"
"8066","Heterostemon",7,"Leguminosae","AM"
"8067","Hippocrepis",30,"Leguminosae","AM"
"8068","Hoffmannseggia",29,"Leguminosae","AM"
"8069","Hoita",2,"Leguminosae","AM"
"8070","Holocalyx",1,"Leguminosae","AM"
"8071","Homalobus",4,"Leguminosae",NA
"8072","Hosackia",15,"Leguminosae","AM"
"8073","Hovea",38,"Leguminosae","AM"
"8074","Humboldtia",7,"Leguminosae","AM"
"8075","Humularia",33,"Leguminosae","AM"
"8076","Hybosema",2,"Leguminosae",NA
"8077","Hydrochorea",3,"Leguminosae","AM"
"8078","Hylodendron",1,"Leguminosae","AM"
"8079","Hylodesmum",16,"Leguminosae","AM"
"8080","Hymenaea",16,"Leguminosae","AM"
"8081","Hymenocarpos",1,"Leguminosae",NA
"8082","Hymenolobium",15,"Leguminosae","AM"
"8083","Hymenostegia",16,"Leguminosae","AM"
"8084","Hypechusa",5,"Leguminosae",NA
"8085","Hypocalyptus",3,"Leguminosae","AM"
"8086","Icuria",1,"Leguminosae","EcM"
"8087","Indigastrum",9,"Leguminosae","AM"
"8088","Indigofera",674,"Leguminosae","AM"
"8089","Indopiptadenia",1,"Leguminosae","AM"
"8090","Inga",381,"Leguminosae","AM"
"8091","Inocarpus",2,"Leguminosae","AM"
"8092","Intsia",8,"Leguminosae","EcM"
"8093","Isandrina",1,"Leguminosae",NA
"8094","Isoberlinia",5,"Leguminosae","EcM"
"8095","Isomacrolobium",13,"Leguminosae","EcM"
"8096","Isotropis",12,"Leguminosae","EcM-AM"
"8097","Jacksonago",5,"Leguminosae",NA
"8098","Jacksonia",37,"Leguminosae","EcM-AM"
"8099","Jacqueshuberia",7,"Leguminosae","AM"
"8100","Jansonia",1,"Leguminosae","EcM-AM"
"8101","Julbernardia",11,"Leguminosae","EcM"
"8102","Kalappia",1,"Leguminosae","AM"
"8103","Kanaloa",1,"Leguminosae","AM"
"8104","Kebirita",1,"Leguminosae","AM"
"8105","Kennedia",15,"Leguminosae","NM-AM"
"8106","Kerstingiella",1,"Leguminosae",NA
"8107","Keyserlingia",1,"Leguminosae",NA
"8108","Kingiodendron",5,"Leguminosae","AM"
"8109","Klugiodendron",1,"Leguminosae",NA
"8110","Koompassia",3,"Leguminosae","uncertain"
"8111","Kotschya",30,"Leguminosae","AM"
"8112","Kraunhia",4,"Leguminosae",NA
"8113","Kuhnistera",1,"Leguminosae",NA
"8114","Kummerowia",2,"Leguminosae","AM"
"8115","Kunstleria",8,"Leguminosae","AM"
"8116","Labichea",14,"Leguminosae","AM"
"8117","Lablab",2,"Leguminosae","AM"
"8118","Laburnocytisus",1,"Leguminosae","AM"
"8119","Laburnum",4,"Leguminosae","AM"
"8120","Lackeya",1,"Leguminosae","AM"
"8121","Ladeania",2,"Leguminosae","AM"
"8122","Lamprolobium",2,"Leguminosae","AM"
"8123","Lasiobema",4,"Leguminosae","AM"
"8124","Lathyrus",159,"Leguminosae","AM"
"8125","Latrobea",5,"Leguminosae","EcM-AM"
"8126","Lebeckia",44,"Leguminosae","AM"
"8127","Lebruniodendron",1,"Leguminosae","AM"
"8128","Lecointea",7,"Leguminosae","AM"
"8129","Lembotropis",2,"Leguminosae",NA
"8130","Lemurodendron",1,"Leguminosae","AM"
"8131","Lemuropisum",1,"Leguminosae","AM"
"8132","Lennea",3,"Leguminosae","AM"
"8133","Lens",7,"Leguminosae","AM"
"8134","Leonardendron",1,"Leguminosae",NA
"8135","Leonardoxa",3,"Leguminosae","AM"
"8136","Leptidium",1,"Leguminosae",NA
"8137","Leptoderris",27,"Leguminosae","AM"
"8138","Leptodesmia",3,"Leguminosae","AM"
"8139","Leptoglottis",1,"Leguminosae",NA
"8140","Leptolobium",3,"Leguminosae","AM"
"8141","Leptosema",6,"Leguminosae","EcM-AM"
"8142","Leptospron",2,"Leguminosae","AM"
"8143","Lespedeza",58,"Leguminosae","AM"
"8144","Lessertia",61,"Leguminosae","AM"
"8145","Leucaena",25,"Leguminosae","AM"
"8146","Leucochloron",5,"Leguminosae","AM"
"8147","Leucomphalos",4,"Leguminosae","AM"
"8148","Leucostegane",2,"Leguminosae","AM"
"8149","Libidibia",2,"Leguminosae","AM"
"8150","Librevillea",1,"Leguminosae","EcM"
"8151","Lingoum",1,"Leguminosae",NA
"8152","Liparia",19,"Leguminosae","AM"
"8153","Lithoon",1,"Leguminosae",NA
"8154","Loesenera",4,"Leguminosae","AM"
"8155","Lonchocarpus",211,"Leguminosae","AM"
"8156","Lophocarpinia",1,"Leguminosae","AM"
"8157","Lotodes",43,"Leguminosae","AM"
"8158","Lotononis",199,"Leguminosae","uncertain"
"8159","Lotus",141,"Leguminosae","AM"
"8160","Loxospermum",1,"Leguminosae",NA
"8161","Luetzelburgia",8,"Leguminosae","AM"
"8162","Lupinaster",3,"Leguminosae",NA
"8163","Lupinus",626,"Leguminosae","NM"
"8164","Luzonia",1,"Leguminosae","AM"
"8165","Lygos",2,"Leguminosae",NA
"8166","Lysidice",2,"Leguminosae","AM"
"8167","Lysiloma",11,"Leguminosae","AM"
"8168","Lysiphyllum",6,"Leguminosae","AM"
"8169","Maackia",9,"Leguminosae","AM"
"8170","Machaerium",157,"Leguminosae","AM"
"8171","Macrolobium",76,"Leguminosae","AM"
"8172","Macropsychanthus",3,"Leguminosae","AM"
"8173","Macroptilium",21,"Leguminosae","AM"
"8174","Macrosamanea",11,"Leguminosae","AM"
"8175","Macrotyloma",25,"Leguminosae","AM"
"8176","Maniltoa",21,"Leguminosae","AM"
"8177","Maraniona",1,"Leguminosae","AM"
"8178","Margaritolobium",1,"Leguminosae",NA
"8179","Marina",40,"Leguminosae","AM"
"8180","Mariosousa",13,"Leguminosae","AM"
"8181","Marmaroxylon",9,"Leguminosae","AM"
"8182","Martiodendron",5,"Leguminosae","AM"
"8183","Mastersia",2,"Leguminosae","AM"
"8184","Maughania",13,"Leguminosae",NA
"8185","Mecopus",1,"Leguminosae","AM"
"8186","Medicago",103,"Leguminosae","AM"
"8187","Meibomia",101,"Leguminosae",NA
"8188","Meizotropis",2,"Leguminosae",NA
"8189","Melanoxylon",2,"Leguminosae",NA
"8190","Melilotoides",2,"Leguminosae",NA
"8191","Melilotus",22,"Leguminosae","AM"
"8192","Melissitus",2,"Leguminosae",NA
"8193","Melliniella",1,"Leguminosae","AM"
"8194","Melolobium",27,"Leguminosae","AM"
"8195","Mendoravia",1,"Leguminosae","AM"
"8196","Meristotropis",3,"Leguminosae",NA
"8197","Mezoneurum",1,"Leguminosae",NA
"8198","Mezonevron",2,"Leguminosae",NA
"8199","Michelsonia",1,"Leguminosae","EcM"
"8200","Microberlinia",2,"Leguminosae","EcM"
"8201","Microcharis",35,"Leguminosae","AM"
"8202","Microlobius",1,"Leguminosae","AM"
"8203","Mildbraediodendron",1,"Leguminosae","AM"
"8204","Millettia",202,"Leguminosae","AM"
"8205","Mimosa",708,"Leguminosae","AM"
"8206","Mimosopsis",8,"Leguminosae",NA
"8207","Mimozyganthus",1,"Leguminosae","AM"
"8208","Mirbelia",26,"Leguminosae","EcM-AM"
"8209","Moldenhawera",13,"Leguminosae","AM"
"8210","Monopetalanthus",2,"Leguminosae","EcM"
"8211","Monopteryx",3,"Leguminosae","AM"
"8212","Mora",7,"Leguminosae","AM"
"8213","Moullava",1,"Leguminosae","AM"
"8214","Moutouchi",1,"Leguminosae",NA
"8215","Mucuna",82,"Leguminosae","AM"
"8216","Muellera",3,"Leguminosae","AM"
"8217","Muelleranthus",3,"Leguminosae","EcM-AM"
"8218","Mundulea",13,"Leguminosae","AM"
"8219","Myobroma",2,"Leguminosae",NA
"8220","Myrocarpus",5,"Leguminosae","AM"
"8221","Myrospermum",2,"Leguminosae","AM"
"8222","Myroxylon",4,"Leguminosae","AM"
"8223","Mysanthus",1,"Leguminosae","AM"
"8224","Negretia",1,"Leguminosae",NA
"8225","Nemcia",28,"Leguminosae","AM"
"8226","Neoapaloxylon",3,"Leguminosae","AM"
"8227","Neochevalierodendron",1,"Leguminosae","AM"
"8228","Neocollettia",1,"Leguminosae","AM"
"8229","Neoharmsia",2,"Leguminosae","AM"
"8230","Neonotonia",2,"Leguminosae","AM"
"8231","Neorautanenia",3,"Leguminosae","AM"
"8232","Neorudolphia",1,"Leguminosae","AM"
"8233","Nephrodesmus",1,"Leguminosae","AM"
"8234","Nephromeria",3,"Leguminosae",NA
"8235","Neptunia",12,"Leguminosae","NM"
"8236","Nesphostylis",4,"Leguminosae","AM"
"8237","Newtonia",16,"Leguminosae","AM"
"8238","Nicolsonia",1,"Leguminosae",NA
"8239","Nimiria",1,"Leguminosae",NA
"8240","Nissolia",18,"Leguminosae","AM"
"8241","Nogra",4,"Leguminosae","AM"
"8242","Nomismia",1,"Leguminosae",NA
"8243","Normandiodendron",2,"Leguminosae","AM"
"8244","Notodon",3,"Leguminosae",NA
"8245","Notospartium",3,"Leguminosae",NA
"8246","Obolinga",1,"Leguminosae",NA
"8247","Oddoniodendron",3,"Leguminosae","EcM"
"8248","Odonia",4,"Leguminosae",NA
"8249","Ohwia",1,"Leguminosae","AM"
"8250","Olneya",1,"Leguminosae","AM"
"8251","Onix",1,"Leguminosae",NA
"8252","Onobrychis",148,"Leguminosae","AM"
"8253","Ononis",69,"Leguminosae","AM"
"8254","Ophiocarpus",1,"Leguminosae",NA
"8255","Ophrestia",15,"Leguminosae","AM"
"8256","Orbexilum",5,"Leguminosae","AM"
"8257","Oreophysa",2,"Leguminosae",NA
"8258","Ormocarpopsis",6,"Leguminosae","AM"
"8259","Ormocarpum",23,"Leguminosae","AM"
"8260","Ormosia",122,"Leguminosae","AM"
"8261","Ornithopodium",4,"Leguminosae",NA
"8262","Ornithopus",6,"Leguminosae","AM"
"8263","Orobus",1,"Leguminosae",NA
"8264","Orophaca",8,"Leguminosae","AM"
"8265","Orphanodendron",2,"Leguminosae","AM"
"8266","Oryxis",1,"Leguminosae","AM"
"8267","Ostryocarpus",2,"Leguminosae","AM"
"8268","Otholobium",50,"Leguminosae","AM"
"8269","Otoptera",2,"Leguminosae","AM"
"8270","Ottleya",12,"Leguminosae","AM"
"8271","Oxylobium",17,"Leguminosae","EcM-AM"
"8272","Oxyrhynchus",3,"Leguminosae","AM"
"8273","Oxystigma",5,"Leguminosae","AM"
"8274","Oxytropis",586,"Leguminosae","AM"
"8275","Pachecoa",1,"Leguminosae",NA
"8276","Pachyelasma",1,"Leguminosae","AM"
"8277","Pachyrhizus",5,"Leguminosae","AM"
"8278","Painteria",4,"Leguminosae","AM"
"8279","Paloue",4,"Leguminosae","AM"
"8280","Paloveopsis",1,"Leguminosae","AM"
"8281","Panthocarpa",1,"Leguminosae",NA
"8282","Panurea",1,"Leguminosae","AM"
"8283","Paracalyx",6,"Leguminosae","AM"
"8284","Paraderris",7,"Leguminosae",NA
"8285","Paramachaerium",5,"Leguminosae","AM"
"8286","Paramacrolobium",1,"Leguminosae","EcM"
"8287","Paramesus",2,"Leguminosae",NA
"8288","Parapiptadenia",6,"Leguminosae","AM"
"8289","Pararchidendron",1,"Leguminosae","AM"
"8290","Paraserianthes",3,"Leguminosae","AM"
"8291","Paratephrosia",1,"Leguminosae","AM"
"8292","Parkia",39,"Leguminosae","AM"
"8293","Parkinsonia",9,"Leguminosae","AM"
"8294","Parochetus",2,"Leguminosae","AM"
"8295","Parosela",11,"Leguminosae",NA
"8296","Parryella",1,"Leguminosae","AM"
"8297","Patagonium",25,"Leguminosae",NA
"8298","Pearsonia",12,"Leguminosae","AM"
"8299","Pediomelum",11,"Leguminosae","AM"
"8300","Pedrosia",1,"Leguminosae",NA
"8301","Peiranisia",2,"Leguminosae",NA
"8302","Pelecynthis",1,"Leguminosae",NA
"8303","Pellegriniodendron",1,"Leguminosae","EcM"
"8304","Peltiera",2,"Leguminosae",NA
"8305","Peltogyne",25,"Leguminosae","AM"
"8306","Peltophorum",10,"Leguminosae","NM-AM"
"8307","Pentaclethra",3,"Leguminosae","AM"
"8308","Periandra",7,"Leguminosae","AM"
"8309","Pericopsis",4,"Leguminosae","AM"
"8310","Petaladenium",1,"Leguminosae","AM"
"8311","Petalostemon",5,"Leguminosae","AM"
"8312","Petalostylis",2,"Leguminosae","AM"
"8313","Peteria",4,"Leguminosae","AM"
"8314","Petteria",1,"Leguminosae","AM"
"8315","Phaca",9,"Leguminosae","AM"
"8316","Phanera",36,"Leguminosae","AM"
"8317","Phaseolodes",36,"Leguminosae",NA
"8318","Phaseolus",97,"Leguminosae","AM"
"8319","Philenoptera",6,"Leguminosae","AM"
"8320","Phylacium",2,"Leguminosae","AM"
"8321","Phyllocarpus",2,"Leguminosae",NA
"8322","Phyllodium",6,"Leguminosae","AM"
"8323","Phyllolobium",19,"Leguminosae","AM"
"8324","Phyllota",10,"Leguminosae","EcM-AM"
"8325","Phylloxylon",7,"Leguminosae","AM"
"8326","Physostigma",5,"Leguminosae","AM"
"8327","Pickeringia",1,"Leguminosae","AM"
"8328","Pictetia",10,"Leguminosae","AM"
"8329","Piliostigma",2,"Leguminosae","AM"
"8330","Piptadenia",37,"Leguminosae","AM"
"8331","Piptadeniastrum",2,"Leguminosae","AM"
"8332","Piptadeniopsis",1,"Leguminosae","AM"
"8333","Piptanthus",3,"Leguminosae","AM"
"8334","Piptomeris",34,"Leguminosae","AM"
"8335","Piscidia",7,"Leguminosae","AM"
"8336","Pisum",7,"Leguminosae","AM"
"8337","Pithecellobium",79,"Leguminosae","AM"
"8338","Pithecolobium",1,"Leguminosae","AM"
"8339","Pityrocarpa",5,"Leguminosae","AM"
"8340","Placolobium",3,"Leguminosae",NA
"8341","Plagiocarpus",1,"Leguminosae","AM"
"8342","Plagiosiphon",5,"Leguminosae","AM"
"8343","Plathymenia",2,"Leguminosae","AM"
"8344","Platycelyphium",1,"Leguminosae","AM"
"8345","Platycyamus",2,"Leguminosae","AM"
"8346","Platylobium",4,"Leguminosae","EcM-AM"
"8347","Platymiscium",37,"Leguminosae","AM"
"8348","Platypodium",2,"Leguminosae","AM"
"8349","Platysepalum",12,"Leguminosae","AM"
"8350","Pleurolobus",3,"Leguminosae",NA
"8351","Podalyria",28,"Leguminosae","AM"
"8352","Podocarpium",7,"Leguminosae",NA
"8353","Podocytisus",1,"Leguminosae","AM"
"8354","Podolobium",1,"Leguminosae","EcM-AM"
"8355","Podolotus",1,"Leguminosae","AM"
"8356","Poecilanthe",9,"Leguminosae","AM"
"8357","Poeppigia",1,"Leguminosae","AM"
"8358","Poincianella",1,"Leguminosae",NA
"8359","Poiretia",11,"Leguminosae","AM"
"8360","Poissonia",2,"Leguminosae","AM"
"8361","Poitea",13,"Leguminosae","AM"
"8362","Polhillia",6,"Leguminosae","AM"
"8363","Polystemonanthus",1,"Leguminosae","uncertain"
"8364","Pomaria",16,"Leguminosae","AM"
"8365","Pongamia",1,"Leguminosae","AM"
"8366","Pongamiopsis",3,"Leguminosae","AM"
"8367","Priestleya",15,"Leguminosae","AM"
"8368","Prioria",13,"Leguminosae","AM"
"8369","Prosopidastrum",5,"Leguminosae","AM"
"8370","Prosopis",47,"Leguminosae","AM"
"8371","Pseudarthria",6,"Leguminosae","AM"
"8372","Pseudeminia",4,"Leguminosae","AM"
"8373","Pseudoberlinia",3,"Leguminosae",NA
"8374","Pseudoeriosema",5,"Leguminosae","AM"
"8375","Pseudolotus",1,"Leguminosae","AM"
"8376","Pseudomacrolobium",1,"Leguminosae","EcM"
"8377","Pseudopiptadenia",11,"Leguminosae","AM"
"8378","Pseudoprosopis",7,"Leguminosae","AM"
"8379","Pseudosamanea",1,"Leguminosae","AM"
"8380","Pseudosindora",1,"Leguminosae","AM"
"8381","Pseudovigna",2,"Leguminosae","AM"
"8382","Psilorhegma",1,"Leguminosae",NA
"8383","Psophocarpus",10,"Leguminosae","AM"
"8384","Psoralea",101,"Leguminosae","AM"
"8385","Psoralidium",2,"Leguminosae","AM"
"8386","Psorothamnus",10,"Leguminosae","AM"
"8387","Pterocarpus",66,"Leguminosae","AM"
"8388","Pterodon",2,"Leguminosae","AM"
"8389","Pterogyne",1,"Leguminosae","AM"
"8390","Pterolobium",11,"Leguminosae","AM"
"8391","Ptycholobium",3,"Leguminosae","AM"
"8392","Ptychosema",2,"Leguminosae","AM"
"8393","Pueraria",20,"Leguminosae","AM"
"8394","Pultenaea",104,"Leguminosae","EcM-AM"
"8395","Punjuba",1,"Leguminosae","AM"
"8396","Pusaetha",3,"Leguminosae",NA
"8397","Pycnospora",1,"Leguminosae","AM"
"8398","Pyranthus",6,"Leguminosae","AM"
"8399","Racosperma",714,"Leguminosae","EcM-AM"
"8400","Rafnia",32,"Leguminosae","AM"
"8401","Ramirezella",10,"Leguminosae","AM"
"8402","Ramorinoa",1,"Leguminosae","AM"
"8403","Recordoxylon",4,"Leguminosae","AM"
"8404","Rehsonia",3,"Leguminosae",NA
"8405","Requienia",3,"Leguminosae","AM"
"8406","Retama",4,"Leguminosae","AM"
"8407","Rhodopis",2,"Leguminosae","AM"
"8408","Rhynchosia",257,"Leguminosae","NM-AM"
"8409","Rhynchotropis",2,"Leguminosae","AM"
"8410","Riedeliella",3,"Leguminosae","AM"
"8411","Robinia",8,"Leguminosae","AM"
"8412","Robynsiophyton",1,"Leguminosae","AM"
"8413","Rothia",2,"Leguminosae","AM"
"8414","Rupertia",3,"Leguminosae","AM"
"8415","Sakoanala",2,"Leguminosae","AM"
"8416","Salweenia",1,"Leguminosae","AM"
"8417","Samanea",5,"Leguminosae","AM"
"8418","Saraca",11,"Leguminosae","AM"
"8419","Sarcodum",2,"Leguminosae","AM"
"8420","Sarothamnus",2,"Leguminosae",NA
"8421","Sartoria",1,"Leguminosae",NA
"8422","Schefflerodendron",4,"Leguminosae","AM"
"8423","Schizolobium",2,"Leguminosae","AM"
"8424","Schleinitzia",5,"Leguminosae","AM"
"8425","Schnella",6,"Leguminosae","AM"
"8426","Schotia",4,"Leguminosae","AM"
"8427","Schrankia",3,"Leguminosae",NA
"8428","Sclerolobium",40,"Leguminosae","AM"
"8429","Scorodophloeus",2,"Leguminosae","AM"
"8430","Scorpiurus",3,"Leguminosae","AM"
"8431","Securigera",13,"Leguminosae","AM"
"8432","Sellocharis",1,"Leguminosae","AM"
"8433","Senegalia",66,"Leguminosae","AM"
"8434","Senna",272,"Leguminosae","AM"
"8435","Serianthes",8,"Leguminosae","AM"
"8436","Sertula",16,"Leguminosae",NA
"8437","Sesban",3,"Leguminosae",NA
"8438","Sesbania",56,"Leguminosae","AM"
"8439","Shuteria",5,"Leguminosae","AM"
"8440","Sigmoidotropis",9,"Leguminosae","AM"
"8441","Siliquastrum",1,"Leguminosae",NA
"8442","Sindora",19,"Leguminosae","AM"
"8443","Sindoropsis",1,"Leguminosae","AM"
"8444","Singana",1,"Leguminosae",NA
"8445","Sinodolichos",2,"Leguminosae","AM"
"8446","Smirnowia",1,"Leguminosae","AM"
"8447","Smithia",22,"Leguminosae","AM"
"8448","Soemmeringia",1,"Leguminosae","AM"
"8449","Solulus",3,"Leguminosae",NA
"8450","Sophora",61,"Leguminosae","AM"
"8451","Spartidium",1,"Leguminosae",NA
"8452","Spartium",1,"Leguminosae","AM"
"8453","Spartocytisus",1,"Leguminosae",NA
"8454","Spathionema",1,"Leguminosae","AM"
"8455","Spatholobus",34,"Leguminosae","AM"
"8456","Sphaerolobium",18,"Leguminosae","EcM-AM"
"8457","Sphaerophysa",4,"Leguminosae","AM"
"8458","Sphenostylis",8,"Leguminosae","AM"
"8459","Sphinctospermum",1,"Leguminosae","AM"
"8460","Sphinga",3,"Leguminosae","AM"
"8461","Spiesia",162,"Leguminosae",NA
"8462","Spirotropis",2,"Leguminosae","AM"
"8463","Spongiocarpella",4,"Leguminosae","AM"
"8464","Stachyothyrsus",3,"Leguminosae","AM"
"8465","Stahlia",1,"Leguminosae","AM"
"8466","Stauracanthus",1,"Leguminosae","AM"
"8467","Steinbachiella",1,"Leguminosae","AM"
"8468","Stemonocoleus",1,"Leguminosae","AM"
