genus,species,mycorrhiza.type,number.of.plants.studied,family,myc.type.mujica,new.class,
Megalastrum,Megalastrum_andicola,AM; no others,NA,Dryopteridaceae,AM,FERN,
Nothoperanema,Nothoperanema_hendersonii,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Peranema,Peranema_cyatheoides,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pleocnemia,Pleocnemia_winitii,AM; others not addressed,5,Dryopteridaceae,AM,FERN,
Polybotrya,Polybotrya_crassirhizoma,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_australe,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_fauriei,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_furfuraceum,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_glycyrrhiza,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_lachnopus,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_lepidotrichum,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_plebeium,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_pleurosorum,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_pleurosorum,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_polypodioides,non-mycorrhizal (checked for all types),1,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_subpetiolatum,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_virginianum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),2,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polypodium,Polypodium_vulgare,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polypodium,Polypodium_vulgare,non-mycorrhizal (checked for all types),NA,Dryopteridaceae,NM,FERN,
Polystichum,Polystichum_acrostichoides,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_aculeatum,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_aculeatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_aculeatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_aculeatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_attenuatum,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_auriculatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_auriculatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_braunii,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_chilense,AM; no others,14,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_chingae,AM; others not addressed,1,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_craspedosorum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_craspedosorum,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_cystostegium,AM; no others,3,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_dielsii,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_eximium,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_japonicum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_lehmannii,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_lehmannii,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_lonchitis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_lonchitis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_lonchitis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_lonchitis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_luctuosum,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_luctuosum,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_mohrioides,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_montevidense,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_munitum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_muricatum,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_orbiculatum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_piceopaleaceum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_piceopaleaceum,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_pycnopterum,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_richardii,AM; no others,4,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_semifertile,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_setiferum,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_silvaticum,AM; no others,6,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_tripteron,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_tripteron,AM; no others,NA,Dryopteridaceae,AM,FERN,
Polystichum,Polystichum_yunnanense,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_altissima,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_argyraea,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_aspericaulis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_asperula,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_biaurita,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_biaurita,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_camerooniana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_camerooniana,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_catoptera,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_confusa,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_confusa,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_confusa,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_confusa,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_coriacea,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_coriacea,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica_var._laeta,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica_var._laeta,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_cretica_var._nervosa,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_dispar,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_dissitifolia,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Pteris,Pteris_ensiformis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_esquirolii,AM; others not addressed,5,Dryopteridaceae,AM,FERN,
Pteris,Pteris_excelsa,AM; others not addressed,4,Dryopteridaceae,AM,FERN,
Pteris,Pteris_excelsa_var._inaequalis,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_gongalensis,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_henryi,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_linearis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_livida,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_livida,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_longifolia,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_macilenta,AM; no others,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_multifida,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_multifida,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_muricata,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_podophylla,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_quadriaurita,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_semipinnata,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Pteris,Pteris_setulosocostulata,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_tremula,AM; no others,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_vittata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_vittata,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Pteris,Pteris_vittata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_vittata,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_vittata,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Pteris,Pteris_vittata,AM; no others,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_wallichiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Pteris,Pteris_wangiana,AM; others not addressed,1,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_antioquoiana,AM; no others,NA,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_antioquoiana,AM; no others,NA,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_decurrens,AM; others not addressed,4,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_dubia,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_gemmifera,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_gemmifera,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_hainanensis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_hekouensis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_impressa,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_paradoxa,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_sagenioides,AM; others not addressed,3,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_simonsii,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_singaporiana,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_subsageniacea,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_yunnanensis,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_zeylanica,AM; others not addressed,2,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_zeylanica,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Tectaria,Tectaria_zeylanica,AM; others not addressed,NA,Dryopteridaceae,AM,FERN,
Triplophyllum,Triplophyllum_vogelii,AM; others not addressed,18,Dryopteridaceae,AM,FERN,
Triplophyllum,Triplophyllum_vogelii,AM; others not addressed,18,Dryopteridaceae,AM,FERN,
Equisetum,Equisetum_arvense,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),3,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),6,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),6,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_arvense,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_arvense,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_diffusum,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_diffusum,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_diffusum,AM; others not addressed,3,Equisetaceae,AM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_fluviatile,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_giganteum,AM; no others,3,Equisetaceae,AM,FERN,
Equisetum,Equisetum_giganteum,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_hyemale,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_palustre,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_palustre,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_palustre,AM; no others,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_palustre,AM; no others,3,Equisetaceae,AM,FERN,
Equisetum,Equisetum_palustre,AM; no others,3,Equisetaceae,AM,FERN,
Equisetum,Equisetum_palustre,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_palustre,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_palustre,AM; others not addressed,NA,Equisetaceae,AM,FERN,
Equisetum,Equisetum_palustre,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
Equisetum,Equisetum_pratense,non-mycorrhizal (checked for all types),NA,Equisetaceae,NM,FERN,
