genus,species,mycorrhiza.type,number.of.plants.studied,family,myc.type.mujica,new.class,
Christella,Christella_parasitica,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Christella,Christella_parasitica,AM; no others,NA,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_acuminatus,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_acuminatus,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_acuminatus,AM; no others,NA,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_ciliatus,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_extensus,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_hokouensis,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_interruptus,AM; no others,NA,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_molliusculus,AM; others not addressed,3,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_parasiticus,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Cyclosorus,Cyclosorus_truncatus,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Dictyocline,Dictyocline_griffithii,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Dictyocline,Dictyocline_griffithii,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Glaphyropteridopsis,Glaphyropteridopsis_erubescens,AM; others not addressed,3,Thelypteridaceae,AM,FERN,
Macrothelypteris,Macrothelypteris_torresiana,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Macrothelypteris,Macrothelypteris_torresiana,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Macrothelypteris,Macrothelypteris_torresiana,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Macrothelypteris,Macrothelypteris_torresiana,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Macrothelypteris,Macrothelypteris_torresiana,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Macrothelypteris,Macrothelypteris_torresiana,AM; no others,NA,Thelypteridaceae,AM,FERN,
Metathelypteris,Metathelypteris_flaccida,AM; others not addressed,1,Thelypteridaceae,AM,FERN,
Metathelypteris,Metathelypteris_gracilescens,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Oreopteris,Oreopteris_limbosperma,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Parathelypteris,Parathelypteris_beddomei,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Parathelypteris,Parathelypteris_cystopteroides,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Parathelypteris,Parathelypteris_glanduligera,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Parathelypteris,Parathelypteris_hirsutipes,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Phegopteris,Phegopteris_connectilis,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Phegopteris,Phegopteris_connectilis,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Phegopteris,Phegopteris_connectilis,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Phegopteris,Phegopteris_decursive-pinnata,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Phegopteris,Phegopteris_hexagonoptera,AM; no others,NA,Thelypteridaceae,AM,FERN,
Phegopteris,Phegopteris_polypodioides,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Pronephrium,Pronephrium_gymnopteridifrons,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Pronephrium,Pronephrium_simplex,AM; others not addressed,3,Thelypteridaceae,AM,FERN,
Pseudocyclosorus,Pseudocyclosorus_ochthodes,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Pseudocyclosorus,Pseudocyclosorus_xylodes,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Pseudocyclosorus,Pseudocyclosorus_xylodes,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Pseudocyclosorus,Pseudocyclosorus_xylodes,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Pseudophegopteris,Pseudophegopteris_pyrrhorachis,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Pseudophegopteris,Pseudophegopteris_yunkweiensis,AM; others not addressed,2,Thelypteridaceae,AM,FERN,
Sphaerostephanos,Sphaerostephanos_arbuscula,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Sphaerostephanos,Sphaerostephanos_unitus,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Sphaerostephanos,Sphaerostephanos_unitus,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Stegnogramma,Stegnogramma_pozoi,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Trigonospora,Trigonospora_caudipinna,AM; others not addressed,NA,Thelypteridaceae,AM,FERN,
Trigonospora,Trigonospora_ciliata,AM; no others,NA,Thelypteridaceae,AM,FERN,
Thesium,Thesium_alpinum,AM; no others,NA,Thesiaceae,AM,Santalaceae,
Thesium,Thesium_alpinum,non-mycorrhizal (checked for all types),NA,Thesiaceae,NM,Santalaceae,
Thesium,Thesium_bergeri,AM; others not addressed,NA,Thesiaceae,AM,Santalaceae,
Thesium,Thesium_chinense,AM; others not addressed,NA,Thesiaceae,AM,Santalaceae,
Thesium,Thesium_densiflorum,non-mycorrhizal (checked for all types),NA,Thesiaceae,NM,Santalaceae,
Thesium,Thesium_humifusum,non-mycorrhizal (checked for all types),NA,Thesiaceae,NM,Santalaceae,
Thesium,Thesium_strictum,non-mycorrhizal (checked for all types),NA,Thesiaceae,NM,Santalaceae,
Antrophyum,Antrophyum_henryi,AM; others not addressed,2,Vittariaceae,AM,FERN,
Antrophyum,Antrophyum_plantagineum,AM; others not addressed,NA,Vittariaceae,AM,FERN,
Vittaria,Vittaria_elongata,AM; others not addressed,NA,Vittariaceae,AM,FERN,
Vittaria,Vittaria_flexuosa,AM; others not addressed,NA,Vittariaceae,AM,FERN,
Vittaria,Vittaria_flexuosa,AM; others not addressed,1,Vittariaceae,AM,FERN,
Acystopteris,Acystopteris_tenuisecta,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_alata,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_aspera,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_aspera,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_dilatata,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_doederleinii,AM; others not addressed,3,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_laxifrons,AM; others not addressed,3,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_megaphylla,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_spectabilis,AM; others not addressed,3,Woodsiaceae,AM,FERN,
Allantodia,Allantodia_stenochlamys,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Anisocampium,Anisocampium_cuspidatum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Anisocampium,Anisocampium_niponicum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Anisocampium,Anisocampium_niponicum,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Anisocampium,Anisocampium_niponicum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Anisocampium,Anisocampium_niponicum,AM; no others,NA,Woodsiaceae,AM,FERN,
Anisocampium,Anisocampium_sheareri,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyriopsis,Athyriopsis_longipes,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_alpestre,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_alpestre,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_anisopterum,AM; others not addressed,3,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_arisanense,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_atkinsonii,AM; others not addressed,1,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_delicatulum,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_dissitifolium,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_dolosum,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_drepanopterum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_filix-femina,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_latifolium,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_mackinnoni,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_schimperi,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_schimperi,AM; others not addressed,3,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_sp,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_sp,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Athyrium,Athyrium_strigillosum,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; no others,2,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Cystopteris,Cystopteris_fragilis,non-mycorrhizal (checked for all types),NA,Woodsiaceae,NM,FERN,
Deparia,Deparia_boryana,AM; others not addressed,3,Woodsiaceae,AM,FERN,
Deparia,Deparia_boryana,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Deparia,Deparia_conilii,AM; no others,NA,Woodsiaceae,AM,FERN,
Deparia,Deparia_japonica,AM; no others,NA,Woodsiaceae,AM,FERN,
Deparia,Deparia_petersenii,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Deparia,Deparia_petersenii,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplaziopsis,Diplaziopsis_javanica,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_alienum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_beddomei,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_costale,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_costale,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_donianum,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_donianum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_esculentum,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_esculentum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_esculentum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_expansum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_franconis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_hians,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_hians,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_lanceum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_longisorum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_longisorum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_macrophyllum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_macrophyllum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_pinnatifidum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_pinnatifidum,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_sibiricum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_splendens,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_subsinuatum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_sylvaticum,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_tungurahuae,AM; no others,NA,Woodsiaceae,AM,FERN,
Diplazium,Diplazium_wichurae,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; no others,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; no others,9,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Gymnocarpium,Gymnocarpium_dryopteris,AM; no others,NA,Woodsiaceae,AM,FERN,
Matteuccia,Matteuccia_struthiopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Matteuccia,Matteuccia_struthiopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Matteuccia,Matteuccia_struthiopteris,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Matteuccia,Matteuccia_struthiopteris,AM; no others,NA,Woodsiaceae,AM,FERN,
Monomelangium,Monomelangium_pullingeri,AM; others not addressed,2,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_interrupta,AM; no others,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_orientalis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; no others,5,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; no others,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Onoclea,Onoclea_sensibilis,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Physematium,Physematium_manchuriense,AM; others not addressed,NA,Woodsiaceae,AM,FERN,
Woodsia,Woodsia_alpina,AM; no others,NA,Woodsiaceae,AM,FERN,
Woodsia,Woodsia_alpina,non-mycorrhizal (checked for all types),NA,Woodsiaceae,NM,FERN,
Woodsia,Woodsia_ilvensis,non-mycorrhizal (checked for all types),NA,Woodsiaceae,NM,FERN,
Woodsia,Woodsia_ilvensis,AM; no others,NA,Woodsiaceae,AM,FERN,
Woodsia,Woodsia_montevidensis,non-mycorrhizal (checked for all types),2,Woodsiaceae,NM,FERN,
Woodsia,Woodsia_polystichoides,non-mycorrhizal (checked for all types),NA,Woodsiaceae,NM,FERN,
Ximenia,Ximenia_americana,AM; others not addressed,NA,Ximeniaceae,AM,Olacaceae,
Ximenia,Ximenia_americana,non-mycorrhizal (checked for all types),NA,Ximeniaceae,NM,Olacaceae,
