ID_dataset,species,number of plants studied,Host_age,mycorrhiza type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,other_remarks
22033,Bromus_rubens,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
25652,Bromus_rubens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1118,Bromus_scoparius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1119,Bromus_secalinus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1120,Bromus_sewerzowii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1121,Bromus_sewerzowii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
1122,Bromus_squarrosus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1123,Bromus_squarrosus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20037,Bromus_squarrosus,NA,NA,AM; no others,NA,NA,NA,NA,NA
1124,Bromus_sterilis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20123,Bromus_sterilis,NA,NA,AM; no others,NA,NA,NA,NA,NA
26931,Bromus_sterilis,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
28139,Bromus_sterilis,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
1125,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1126,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1127,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1128,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1129,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1130,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1131,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1132,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1133,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1134,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1135,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1136,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1137,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1138,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1139,Bromus_tectorum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
1140,Bromus_tectorum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
1141,Bromus_tectorum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
8220,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8279,Bromus_tectorum,10,NA,AM; no others,NA,NA,NA,NA,NA
15092,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
18171,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19949,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20038,Bromus_tectorum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
24274,Bromus_tectorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33893,Bromus_tectorum,NA,NA,AM; no others,NA,NA,NA,NA,NA
1146,Bromus_unioloides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1079,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1147,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1148,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1149,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1150,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1151,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1152,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1153,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1154,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1155,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1156,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1157,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1158,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13620,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13621,Bromus_variegatus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1159,Bromus_variegatus_subvillosulus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20615,Brosimum,NA,NA,AM; no others,NA,NA,NA,NA,NA
23714,Brosimum_alicastrum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30231,Brosimum_lactescens,NA,NA,AM; no others,NA,NA,NA,NA,NA
15485,Brosimum_parinarioides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7590,Brosimum_rubescens,9,NA,AM; others not addressed,NA,NA,NA,NA,NA
15486,Brosimum_utile,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
31749,Brossardia_papyracea,NA,1 months (30-60 d),non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
11454,Broussonetia_kaempferi,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15612,Broussonetia_kaempferi_var._australis,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
15796,Broussonetia_kazinoki,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,H: forest: subtropical broadleaf forest biome
16604,Broussonetia_kazinoki,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
8439,Broussonetia_papyrifera,3-5,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,NA,NA,NA
15753,Broussonetia_papyrifera,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,NA,NA,H: forest: subtropical broadleaf forest biome
17530,Broussonetia_papyrifera,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25360,Broussonetia_papyrifera,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19176,Browallia_americana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35100,Brownea_ariza,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,uncertain,NA,NA,NA
12119,Brucea_javanica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33944,Bruguiera,NA,NA,AM; no others,NA,NA,NA,NA,NA
21023,Bruguiera_cylindrica,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
35354,Bruguiera_cylindrica,NA,NA,AM; no others,NA,NA,NA,NA,NA
35371,Bruguiera_cylindrica,NA,NA,AM; no others,NA,NA,NA,NA,NA
35377,Bruguiera_cylindrica,NA,NA,AM; no others,NA,NA,NA,NA,NA
11455,Bruguiera_gymnorhiza,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
23413,Bruguiera_gymnorhiza,NA,NA,AM; no others,NA,NA,NA,NA,NA
23414,Bruguiera_gymnorhiza,NA,NA,AM; no others,NA,NA,NA,NA,NA
19924,Bruguiera_sexangula,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21024,Bruguiera_sexangula,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
23415,Bruguiera_sexangula,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
23416,Bruguiera_sexangula,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33943,Bruguiera_sexangula,NA,NA,AM; no others,NA,NA,NA,NA,NA
35355,Bruguiera_sexangula,NA,NA,AM; no others,NA,NA,NA,NA,NA
35372,Bruguiera_sexangula,NA,NA,AM; no others,NA,NA,NA,NA,NA
35101,Brunfelsia_undulata,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,uncertain,NA,NA,NA
23433,Brunonia_australis,NA,NA,EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,probably non-ectomycorrhizal,NA
32314,Brunonia_australis,NA,NA,EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,probably non-ectomycorrhizal,NA
35160,Bryodesma_indicum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,uncertain,NA,NA,NA
29716,Bryonia_cretica_subdioica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1160,Bryophyllum_daigremontianum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1161,Bryophyllum_delagoense,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34392,Bryophyllum_delagoense,10,NA,AM; no others,NA,NA,NA,NA,NA
11456,Bryophyllum_pinnatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33958,Bryophyllum_pinnatum,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
18230,Buchanania_arborescens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30931,Buchanania_arborescens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33541,Buchanania_arborescens,1,NA,AM; no others,NA,NA,NA,NA,NA
19774,Buchanania_cochinchinensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
22168,Buchanania_cochinchinensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32334,Buchanania_cochinchinensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
34183,Buchanania_cochinchinensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
33542,Buchanania_obovata,1,NA,AM; no others,NA,NA,NA,NA,NA
35827,Buchanania_obovata,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
15487,Buchenavia_grandis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11266,Buchenavia_tetraphylla,2,NA,AM; no others,NA,NA,NA,NA,NA
9339,Buchloe_dactyloides,5,NA,AM; no others,NA,NA,NA,NA,NA
9340,Buchloe_dactyloides,5,NA,AM; no others,NA,NA,NA,NA,NA
33758,Buchnera_linearis,1,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
10893,Buddleja_asiatica,9,NA,AM; no others,NA,NA,NA,NA,NA
9872,Buddleja_cordobensis,3,NA,AM; no others,NA,NA,NA,NA,NA
9873,Buddleja_cordobensis,3,NA,AM; no others,NA,NA,NA,NA,NA
10049,Buddleja_cordobensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11457,Buddleja_curviflora,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1162,Buddleja_davidii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29744,Buddleja_davidii,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
10216,Buddleja_globosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
15788,Buddleja_lindleyana,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report,NA,NA,H: forest: subtropical broadleaf forest biome
34598,Buddleja_stachyoides,NA,NA,AM; no others,NA,NA,NA,NA,NA
15133,Buglossoides_arvensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20039,Buglossoides_arvensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
27295,Buglossoides_arvensis,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
28425,Buglossoides_arvensis,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
25031,Bulbine_alata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20124,Bulbine_bulbosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
32605,Bulbine_bulbosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
29842,Bulbine_semibarbata,NA,NA,AM; no others,NA,NA,NA,NA,NA
11458,Bulbophyllum_drymoglossum,NA,NA,AM; others not addressed,Leho Tedersoo,incorrect report,NA,NA,NA
21733,Bulbostylis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11459,Bulbostylis_barbata,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
13033,Bulbostylis_barbata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13034,Bulbostylis_barbata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13992,Bulbostylis_barbata,NA,NA,non-AM; others not addressed,NA,NA,NA,NA,NA
21420,Bulbostylis_barbata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21421,Bulbostylis_barbata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24885,Bulbostylis_barbata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
33572,Bulbostylis_barbata,2,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
35909,Bulbostylis_barbata,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
10894,Bulbostylis_capillaris,3,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
24069,Bulbostylis_capillaris,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24554,Bulbostylis_conifera,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13035,Bulbostylis_densa,NA,NA,non-AM; others not addressed,NA,NA,NA,NA,NA
21422,Bulbostylis_densa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24886,Bulbostylis_densa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11460,Bulbostylis_densa_var._capitata,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
19317,Bulbostylis_hispidula,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
24555,Bulbostylis_paradoxa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13993,Bulbostylis_puberula,NA,NA,non-AM; others not addressed,NA,NA,NA,NA,NA
24887,Bulbostylis_puberula,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
19423,Bulbostylis_tenuifolia,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10148,Bulnesia_retama,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20330,Bulnesia_retama,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
31528,Bunias_erucago,NA,1 months (30-60 d),AM; others not addressed,Leho Tedersoo,probably NM,NA,NA,NA
1163,Bunias_orientalis,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
31529,Bunias_orientalis,NA,1 months (30-60 d),AM; others not addressed,Leho Tedersoo,probably NM,NA,NA,NA
34075,Bunias_orientalis,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
1164,Bunium_chaerophylloides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20236,Bupleurum_americanum,NA,NA,AM; no others,NA,NA,NA,NA,NA
20237,Bupleurum_americanum,NA,NA,AM; no others,NA,NA,NA,NA,NA
20238,Bupleurum_americanum,NA,NA,AM; no others,NA,NA,NA,NA,NA
30164,Bupleurum_americanum,NA,NA,AM; no others,NA,NA,NA,NA,NA
22034,Bupleurum_baldense,NA,NA,AM; no others,NA,NA,NA,NA,NA
1165,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13622,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13623,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
14775,Bupleurum_falcatum,3,NA,AM; no others,NA,NA,NA,NA,NA
25746,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26361,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28242,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28740,Bupleurum_falcatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1177,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1178,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1179,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1180,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1181,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1182,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1183,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1184,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; no others,NA,NA,NA,NA,NA
1185,Bupleurum_falcatum_subpolyphyllum,NA,NA,AM; no others,NA,NA,NA,NA,NA
1166,Bupleurum_lancifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1167,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1168,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1169,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1170,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1171,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1172,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1173,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1174,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1175,Bupleurum_longifolium,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
14904,Bupleurum_marginatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1176,Bupleurum_multinerve,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30022,Burchardia_congesta,NA,NA,AM; no others,NA,NA,NA,NA,NA
7869,Burchardia_umbellata,3,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7870,Burchardia_umbellata,23,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7871,Burchardia_umbellata,6,3 months (91-120 days),AM; no others,NA,NA,NA,NA,NA
10555,Burchellia_bubalina,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19130,Burmannia_candida,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11461,Burmannia_championii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12620,Burmannia_championii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12621,Burmannia_cryptopetala,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12622,Burmannia_itoana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12623,Burmannia_kalbreyeri,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12624,Burmannia_micropetala,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12625,Burmannia_nepalensis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12626,Burmannia_sphagnoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12627,Burmannia_tenella,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24358,Burmannia_tenella,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12628,Burmannia_wallichii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34645,Burmeistera_microphylla,NA,NA,AM; no others,NA,NA,NA,NA,NA
15824,Burretiodendron_hsienmu,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,NA,NA,NA
32584,Bursaria_spinosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
23950,Bursera_fagaroides,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
17679,Bursera_hindsiana,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35438,Bursera_hindsiana,NA,NA,AM; no others,NA,NA,NA,NA,NA
17680,Bursera_microphylla,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35437,Bursera_microphylla,NA,NA,AM; no others,NA,NA,NA,NA,NA
32287,Burtonia_villosa,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,NA,NA,NA
23796,Bussea_occidentalis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13994,Butea_monosperma,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21577,Butea_monosperma,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34818,Butea_monosperma,NA,NA,AM; no others,NA,NA,NA,NA,NA
35638,Butia,NA,NA,AM; no others,NA,NA,NA,NA,NA
35639,Butia,NA,NA,AM; no others,NA,NA,NA,NA,NA
11462,Butomus_umbellatus,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
21525,Butomus_umbellatus,NA,NA,AM; others not addressed,Leho Tedersoo,probably NM,NA,NA,NA
29799,Butomus_umbellatus,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
15674,Buxus_bodinieri,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
11463,Buxus_microphylla,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22508,Buxus_papillosa,NA,NA,EcM; no others,Leho Tedersoo,incorrect report,Mark Brundrett,probably non-ectomycorrhizal,NA
1186,Buxus_sempervirens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
1187,Buxus_sempervirens,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,probably non-ectomycorrhizal,NA
18840,Buxus_sempervirens,NA,NA,AM; no others,NA,NA,NA,NA,NA
25875,Buxus_sempervirens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27158,Buxus_sempervirens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28814,Buxus_sempervirens,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
7472,Byrsonima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
31456,Byrsonima,NA,NA,AM; no others,NA,NA,NA,NA,NA
20616,Byrsonima_aerugo,NA,NA,AM; no others,NA,NA,NA,NA,NA
11267,Byrsonima_crassifolia,3,NA,AM; no others,NA,NA,NA,NA,NA
15488,Byrsonima_sericea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19177,Byrsonima_spicata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20617,Byrsonima_stipulacea,NA,NA,AM; no others,NA,NA,NA,NA,NA
17917,Byrsonima_verbascifolia,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20898,Byrsophyllum_ellipticum,NA,NA,AM; no others,NA,NA,NA,NA,NA
30463,Byrsophyllum_ellipticum,NA,NA,AM; no others,NA,NA,NA,NA,NA
18444,Cabomba_furcata,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,uncertain,NA,NA,NA
30228,Cabralea_canjerana,NA,NA,AM; no others,NA,NA,NA,NA,NA
9056,Cacalia_auriculata_var._kamtschatica,12,NA,AM; others not addressed,NA,NA,NA,NA,NA
9057,Cacalia_auriculata_var._kamtschatica,15,NA,AM; others not addressed,NA,NA,NA,NA,NA
15094,Caccinia,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
31462,Cactaceae,NA,NA,AM; no others,NA,NA,NA,NA,NA
13036,Cadaba_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13995,Cadaba_fruticosa,NA,NA,non-AM; others not addressed,NA,NA,NA,NA,NA
21381,Cadaba_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13996,Cadaba_trifoliata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30092,Cadia_commersoniana,NA,NA,AM; no others,NA,NA,NA,NA,NA
13997,Caesalpinia_bonduc,NA,NA,non-AM; others not addressed,Leho Tedersoo,probably AM,NA,NA,NA
10445,Caesalpinia_crista,NA,NA,AM; no others,NA,NA,NA,NA,NA
11464,Caesalpinia_decapetala,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15770,Caesalpinia_decapetala,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,Mark Brundrett,probably non-ectomycorrhizal,H: forest: subtropical broadleaf forest biome
22572,Caesalpinia_echinata,NA,2-10 years (sapling),AM; others not addressed,NA,NA,NA,NA,NA
23721,Caesalpinia_eriostachys,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17918,Caesalpinia_ferrea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21050,Caesalpinia_ferrea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22744,Caesalpinia_ferrea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25300,Caesalpinia_ferrea,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
9874,Caesalpinia_gilliesii,3,NA,AM; no others,NA,NA,NA,NA,NA
9875,Caesalpinia_gilliesii,3,NA,AM; no others,NA,NA,NA,NA,NA
10050,Caesalpinia_gilliesii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10149,Caesalpinia_gilliesii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
10190,Caesalpinia_gilliesii,10,NA,AM; no others,NA,NA,NA,NA,NA
17681,Caesalpinia_pannosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35458,Caesalpinia_pannosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
17919,Caesalpinia_pluviosa_var._peltophoroides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22745,Caesalpinia_pluviosa_var._peltophoroides,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
25301,Caesalpinia_pluviosa_var._peltophoroides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15491,Caesalpinia_pulcherrima,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24172,Caiophora_sylvestris,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
33603,Cajanus,1,NA,AM; no others,NA,NA,NA,NA,NA
33787,Cajanus,2,<1 months,AM; no others,NA,NA,NA,NA,NA
33959,Cajanus,NA,NA,AM; no others,NA,NA,NA,NA,NA
33601,Cajanus_acutifolius,3,NA,AM; no others,NA,NA,NA,NA,NA
8184,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11235,Cajanus_cajan,3-6,NA,AM; others not addressed,NA,NA,NA,NA,NA
11249,Cajanus_cajan,3-6,NA,AM; others not addressed,NA,NA,NA,NA,NA
11255,Cajanus_cajan,3-6,NA,AM; others not addressed,NA,NA,NA,NA,NA
13998,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
14977,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17751,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
19178,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21051,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21282,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22140,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24124,Cajanus_cajan,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
